0.00777777778 	-0.27182546 	0.305479988 	0
0.00555555556 	-0.308910593 	0.349326855 	0
0.00333333333 	-0.375973743 	0.409705509 	0
0.00111111111 	-0.471266064 	0.419216895 	0
-0.00111111111 	-0.560131443 	0.226277207 	0
-0.00333333333 	-0.517501834 	0.071958876 	0
-0.00555555556 	-0.466620644 	0.0218321973 	0
-0.00777777778 	-0.445861792 	0.0122947615 	0
-0.01 	-0.433936375 	0.0106152191 	0
-0.0122222222 	-0.422625047 	0.00968585537 	0
-0.0144444444 	-0.412326508 	0.00867269553 	0
-0.0166666667 	-0.403515188 	0.00759074857 	0
-0.0188888889 	-0.395984064 	0.00656967739 	0
-0.0211111111 	-0.389483604 	0.00568825909 	0
-0.0233333333 	-0.383834205 	0.00495214748 	0
-0.0255555556 	-0.378893391 	0.00433701718 	0
-0.0277777778 	-0.374549749 	0.00381676138 	0
-0.03 	-0.370715873 	0.00337357262 	0
-0.0322222222 	-0.367319125 	0.00299431491 	0
-0.0344444444 	-0.364296729 	0.00266748044 	0
-0.0366666667 	-0.361595628 	0.00238486242 	0
-0.0388888889 	-0.35917351 	0.0021403868 	0
-0.0411111111 	-0.356995542 	0.0019279523 	0
-0.0433333333 	-0.35503091 	0.00174145684 	0
-0.0455555556 	-0.353252837 	0.00157687282 	0
-0.0477777778 	-0.351639397 	0.00143165238 	0
-0.05 	-0.350172425 	0.00130293463 	0
-0.0522222222 	-0.34883618 	0.00118805817 	0
-0.0544444444 	-0.347616978 	0.00108499387 	0
-0.0566666667 	-0.346502578 	0.000992343463 	0
-0.0588888889 	-0.345481892 	0.000909237792 	0
-0.0611111111 	-0.344545526 	0.00083453918 	0
-0.0633333333 	-0.343685734 	0.000766832821 	0
-0.0655555556 	-0.342895602 	0.000705160518 	0
-0.0677777778 	-0.342168578 	0.00064910034 	0
-0.07 	-0.341498737 	0.000598282678 	0
-0.0722222222 	-0.340881074 	0.000552024947 	0
-0.0744444444 	-0.34031111 	0.000509659951 	0
-0.0766666667 	-0.339784684 	0.000470918244 	0
-0.0788888889 	-0.339298345 	0.000435451173 	0
-0.0811111111 	-0.338849041 	0.000402704901 	0
-0.0833333333 	-0.338433579 	0.000372533537 	0
-0.0855555556 	-0.338049112 	0.000344889346 	0
-0.0877777778 	-0.337693331 	0.000319323892 	0
-0.09 	-0.337363751 	0.00029571258 	0
-0.0922222222 	-0.337057957 	0.000274322202 	0
-0.0944444444 	-0.336774427 	0.000254747101 	0
-0.0966666667 	-0.336511863 	0.000236238485 	0
-0.0988888889 	-0.33626828 	0.000218887243 	0
-0.101111111 	-0.336041712 	0.000203171673 	0
-0.103333333 	-0.335831028 	0.000188950233 	0
-0.105555556 	-0.335635417 	0.000175774139 	0
-0.107777778 	-0.335453765 	0.000163463009 	0
-0.11 	-0.335284888 	0.000151927517 	0
-0.112222222 	-0.335127889 	0.000141041155 	0
-0.114444444 	-0.334982049 	0.000130833423 	0
-0.116666667 	-0.334846592 	0.000121453348 	0
-0.118888889 	-0.334720635 	0.000112974788 	0
-0.121111111 	-0.334603407 	0.000105298814 	0
-0.123333333 	-0.334494402 	9.81606834e-05 	0
-0.125555556 	-0.334393109 	9.13845981e-05 	0
-0.127777778 	-0.33429881 	8.51201944e-05 	0
-0.13 	-0.334210907 	7.95187117e-05 	0
-0.132222222 	-0.334129124 	7.43647943e-05 	0
-0.134444444 	-0.334053087 	6.94075507e-05 	0
-0.136666667 	-0.333982184 	6.47247958e-05 	0
-0.138888889 	-0.333916084 	6.03796115e-05 	0
-0.141111111 	-0.333854829 	5.61586852e-05 	0
-0.143333333 	-0.333798149 	5.20256857e-05 	0
-0.145555556 	-0.333745339 	4.83273368e-05 	0
-0.147777778 	-0.333696048 	4.51860138e-05 	0
-0.15 	-0.333650485 	4.21921325e-05 	0
-0.152222222 	-0.333608537 	3.9081952e-05 	0
-0.154444444 	-0.333569433 	3.61712326e-05 	0
-0.156666667 	-0.33353262 	3.37183561e-05 	0
-0.158888889 	-0.333498231 	3.14513048e-05 	0
-0.161111111 	-0.333466325 	2.91543963e-05 	0
-0.163333333 	-0.333436504 	2.70861862e-05 	0
-0.165555556 	-0.333408651 	2.53592263e-05 	0
-0.167777778 	-0.333383216 	2.35905514e-05 	0
-0.17 	-0.33336025 	2.16435519e-05 	0
-0.172222222 	-0.333338967 	2.00454056e-05 	0
-0.174444444 	-0.333318811 	1.91157521e-05 	0
-0.176666667 	-0.333300192 	1.83000319e-05 	0
-0.178888889 	-0.333283528 	1.69723735e-05 	0
-0.181111111 	-0.333268195 	1.53840673e-05 	0
-0.183333333 	-0.33325316 	1.42158362e-05 	0
-0.185555556 	-0.333238265 	1.35228512e-05 	0
-0.187777778 	-0.333224168 	1.27654006e-05 	0
-0.19 	-0.333211241 	1.1683706e-05 	0
-0.192222222 	-0.333199188 	1.05692125e-05 	0
-0.194444444 	-0.333187713 	9.70217886e-06 	0
-0.196666667 	-0.333176941 	9.01885277e-06 	0
-0.198888889 	-0.333167056 	8.41664882e-06 	0
-0.201111111 	-0.333157998 	7.94823703e-06 	0
-0.203333333 	-0.333149702 	7.55978375e-06 	0
-0.205555556 	-0.333142224 	7.02011037e-06 	0
-0.207777778 	-0.333135449 	6.30935742e-06 	0
