0.00777777778 	83586.9289
0.00555555556 	83439.7812
0.00333333333 	83203.7278
0.00111111111 	82747.1904
-0.00111111111 	82191.9249
-0.00333333333 	82194.0224
-0.00555555556 	82293.8491
-0.00777777778 	82320.1872
-0.01 	82309.7095
-0.0122222222 	82278.5973
-0.0144444444 	82231.5102
-0.0166666667 	82173.5526
-0.0188888889 	82109.0992
-0.0211111111 	82040.7036
-0.0233333333 	81969.8238
-0.0255555556 	81897.3171
-0.0277777778 	81823.6013
-0.03 	81749.0005
-0.0322222222 	81673.7516
-0.0344444444 	81598.0257
-0.0366666667 	81521.9492
-0.0388888889 	81445.6165
-0.0411111111 	81369.0965
-0.0433333333 	81292.44
-0.0455555556 	81215.6853
-0.0477777778 	81138.8617
-0.05 	81061.992
-0.0522222222 	80985.0931
-0.0544444444 	80908.1784
-0.0566666667 	80831.2578
-0.0588888889 	80754.3391
-0.0611111111 	80677.4279
-0.0633333333 	80600.5286
-0.0655555556 	80523.6441
-0.0677777778 	80446.7767
-0.07 	80369.9277
-0.0722222222 	80293.0981
-0.0744444444 	80216.2884
-0.0766666667 	80139.4987
-0.0788888889 	80062.7288
-0.0811111111 	79985.9786
-0.0833333333 	79909.2475
-0.0855555556 	79832.535
-0.0877777778 	79755.8402
-0.09 	79679.1626
-0.0922222222 	79602.5015
-0.0944444444 	79525.856
-0.0966666667 	79449.2255
-0.0988888889 	79372.609
-0.101111111 	79296.0059
-0.103333333 	79219.4154
-0.105555556 	79142.8368
-0.107777778 	79066.2695
-0.11 	78989.7129
-0.112222222 	78913.1663
-0.114444444 	78836.629
-0.116666667 	78760.1006
-0.118888889 	78683.5806
-0.121111111 	78607.0683
-0.123333333 	78530.5631
-0.125555556 	78454.0647
-0.127777778 	78377.5728
-0.13 	78301.0868
-0.132222222 	78224.6064
-0.134444444 	78148.1313
-0.136666667 	78071.6609
-0.138888889 	77995.1951
-0.141111111 	77918.7335
-0.143333333 	77842.276
-0.145555556 	77765.8222
-0.147777778 	77689.3719
-0.15 	77612.9246
-0.152222222 	77536.4802
-0.154444444 	77460.0387
-0.156666667 	77383.5999
-0.158888889 	77307.1634
-0.161111111 	77230.7292
-0.163333333 	77154.297
-0.165555556 	77077.8667
-0.167777778 	77001.4381
-0.17 	76925.0112
-0.172222222 	76848.5859
-0.174444444 	76772.1619
-0.176666667 	76695.7392
-0.178888889 	76619.3176
-0.181111111 	76542.8973
-0.183333333 	76466.4781
-0.185555556 	76390.0599
-0.187777778 	76313.6425
-0.19 	76237.2259
-0.192222222 	76160.8101
-0.194444444 	76084.3951
-0.196666667 	76007.9807
-0.198888889 	75931.5669
-0.201111111 	75855.1536
-0.203333333 	75778.7407
-0.205555556 	75702.3281
-0.207777778 	75625.916
-0.21 	75549.5041
-0.212222222 	75473.0925
-0.214444444 	75396.6811
-0.216666667 	75320.2699
-0.218888889 	75243.859
-0.221111111 	75167.4483
-0.223333333 	75091.0378
-0.225555556 	75014.6273
-0.227777778 	74938.2169
-0.23 	74861.8067
-0.232222222 	74785.3967
-0.234444444 	74708.9867
-0.236666667 	74632.5769
-0.238888889 	74556.1671
-0.241111111 	74479.7575
-0.243333333 	74403.3479
-0.245555556 	74326.9383
-0.247777778 	74250.5288
-0.25 	74174.1194
-0.252222222 	74097.7099
-0.254444444 	74021.3004
-0.256666667 	73944.8909
-0.258888889 	73868.4815
-0.261111111 	73792.072
-0.263333333 	73715.6626
-0.265555556 	73639.2531
-0.267777778 	73562.8435
-0.27 	73486.4337
-0.272222222 	73410.0239
-0.274444444 	73333.6139
-0.276666667 	73257.2039
-0.278888889 	73180.7939
-0.281111111 	73104.384
-0.283333333 	73027.9739
-0.285555556 	72951.5636
-0.287777778 	72875.1533
-0.29 	72798.7431
-0.292222222 	72722.3327
-0.294444444 	72645.9223
-0.296666667 	72569.5116
