0.00777777778 	0
0.00555555556 	0
0.00333333333 	0
0.00111111111 	0
-0.00111111111 	0
-0.00333333333 	0
-0.00555555556 	0
-0.00777777778 	0
-0.01 	0
-0.0122222222 	0
-0.0144444444 	0
-0.0166666667 	0
-0.0188888889 	0
-0.0211111111 	0
-0.0233333333 	0
-0.0255555556 	0
-0.0277777778 	0
-0.03 	0
-0.0322222222 	0
-0.0344444444 	0
-0.0366666667 	0
-0.0388888889 	0
-0.0411111111 	0
-0.0433333333 	0
-0.0455555556 	0
-0.0477777778 	0
-0.05 	0
-0.0522222222 	0
-0.0544444444 	0
-0.0566666667 	0
-0.0588888889 	0
-0.0611111111 	0
-0.0633333333 	0
-0.0655555556 	0
-0.0677777778 	0
-0.07 	0
-0.0722222222 	0
-0.0744444444 	0
-0.0766666667 	0
-0.0788888889 	0
-0.0811111111 	0
-0.0833333333 	0
-0.0855555556 	0
-0.0877777778 	0
-0.09 	0
-0.0922222222 	0
-0.0944444444 	0
-0.0966666667 	0
-0.0988888889 	0
-0.101111111 	0
-0.103333333 	0
-0.105555556 	0
-0.107777778 	0
-0.11 	0
-0.112222222 	0
-0.114444444 	0
-0.116666667 	0
-0.118888889 	0
-0.121111111 	0
-0.123333333 	0
-0.125555556 	0
-0.127777778 	0
-0.13 	0
-0.132222222 	0
-0.134444444 	0
-0.136666667 	0
-0.138888889 	0
-0.141111111 	0
-0.143333333 	0
-0.145555556 	0
-0.147777778 	0
-0.15 	0
-0.152222222 	0
-0.154444444 	0
-0.156666667 	0
-0.158888889 	0
-0.161111111 	0
-0.163333333 	0
-0.165555556 	0
-0.167777778 	0
-0.17 	0
-0.172222222 	0
-0.174444444 	0
-0.176666667 	0
-0.178888889 	0
-0.181111111 	0
-0.183333333 	0
-0.185555556 	0
-0.187777778 	0
-0.19 	0
-0.192222222 	0
-0.194444444 	0
-0.196666667 	0
-0.198888889 	0
-0.201111111 	0
-0.203333333 	0
-0.205555556 	0
-0.207777778 	0
-0.21 	0
-0.212222222 	0
-0.214444444 	0
-0.216666667 	0
-0.218888889 	0
-0.221111111 	0
-0.223333333 	0
-0.225555556 	0
-0.227777778 	0
-0.23 	0
-0.232222222 	0
-0.234444444 	0
-0.236666667 	0
-0.238888889 	0
-0.241111111 	0
-0.243333333 	0
-0.245555556 	0
-0.247777778 	0
-0.25 	0
-0.252222222 	0
-0.254444444 	0
-0.256666667 	0
-0.258888889 	0
-0.261111111 	0
-0.263333333 	0
-0.265555556 	0
-0.267777778 	0
-0.27 	0
-0.272222222 	0
-0.274444444 	0
-0.276666667 	0
-0.278888889 	0
-0.281111111 	0
-0.283333333 	0
-0.285555556 	0
-0.287777778 	0
-0.29 	0
-0.292222222 	0
-0.294444444 	0
-0.296666667 	0
